ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,text_feedback_2.started,feedback_6.stopped,pause_4.started,pause_4.stopped,text_feedback_2.stopped,int14_3.stopped,per15_3.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,180,168,0,0,0,168,0,180,0,f,abs,resp,freq_bottom,,,,,0,909,909,968,,,,,,,,,,,0.7481453717375339,,,,,,,,,,,,,,,,,,,,,,4070.489430273222,4071.2206935988324,4071.2207080309017,4071.969310044464,4071.969324476533,4195.730913107398,4195.730913107398,4197.221293331487,4197.221293331487,4197.221293331487,4197.221293331487,4073.560558886691,f,1,1.5545523680442557,None,4073.5610479734814,,4073.561086458999,4073.561095438953,4073.561559189444,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,168,0,168,0,180,0,0,180,f,abs,resp,freq_bottom,,,,,0,910,910,913,,,,,,,,,,,1.0699944385885298,,,,,,,,,,,,,,,,,,,,,,4073.5620255056356,4074.4337192789353,4074.43375006735,4075.507612435441,4075.5076262260845,4199.269534286748,4199.269534286748,,,,,4076.491771154848,f,1,0.9441159294432282,None,4076.492282370811,,4076.4923208563287,4076.492329836283,4076.492789417509,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-168,180,180,180,180,0,180,0,-168,f,abs,resp,freq_bottom,,,,,0,911,911,769,,,,,,,,,,,0.7087906420858308,,,,,,,,,,,,,,,,,,,,,,4076.493278183586,4077.789384154743,4077.7893979453866,4078.505591945751,4078.5056057363945,4202.275297813766,4202.275297813766,,,,,4079.880762885593,f,1,1.3301359367809482,None,4079.881262235188,,4079.8813010414187,4079.8813097006596,4079.881764150484,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,168,180,180,0,180,180,12,180,0,None,abs,inhibit,freq_bottom,,,,,0,912,912,360,,,,,,,,,,,1.0950150448337594,,,,,,,,,,,,,,,,,,,,,,4079.882245219457,4080.8288792760623,4080.8288937081315,4081.9270789235343,4081.9270923934655,4205.6890184140375,4205.6890184140375,4207.179403448816,4207.179403448816,4207.179403448816,4207.179403448816,4084.958497217497,None,1,,,4084.9588846383776,,4084.9589224824704,4084.958931783137,4084.959391364363,,4208.669793614997,4208.669793614997,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
168,0,0,0,168,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,913,913,928,,,,,,,,,,,0.7825947509675502,,,,,,,,,,,,,,,,,,,,,,4084.959896166073,4085.4174870496236,4085.4175011609796,4086.198849218872,4086.1988630095166,4209.960349653759,4209.960349653759,,,,,4087.1991779493383,f,1,0.9566766403471547,None,4087.1996792232085,,4087.199717067301,4087.199725726543,4087.2001750449645,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-168,180,0,-168,180,90,180,0,0,0,f,present,resp,freq_bottom,,,,,0,914,914,539,,,,,,,,,,,0.8847213833201022,,,,,,,,,,,,,,,,,,,,,,4087.200659641777,4087.997681247547,4087.9976966417535,4088.8876091385146,4088.8876232498715,4212.649702891802,4212.649702891802,,,,,4089.689117193534,f,1,0.7635341823546469,None,4089.6896101288758,,4089.6896486143933,4089.6896575943474,4089.6901181377116,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-168,0,0,0,0,12,0,90,0,0,None,present,inhibit,freq_bottom,,,,,0,915,915,276,,,,,,,,,,,0.8221423755920388,,,,,,,,,,,,,,,,,,,,,,4089.690617166594,4090.361870665569,4090.3618844562125,4091.1859825481006,4091.185996338744,4214.947728328164,4214.947728328164,4216.4381127215165,4216.4381127215165,4216.4381127215165,4216.4381127215165,4094.21699481985,None,1,,,4094.2173556215794,,4094.2173918621093,4094.217400521351,4094.217870686094,,4217.928499680571,4217.928499680571,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,180,0,12,90,180,168,180,0,None,present,inhibit,freq_bottom,,,,,0,916,916,159,,,,,,,,,,,1.085226911827584,,,,,,,,,,,,,,,,,,,,,,4094.218345020103,4094.392007071073,4094.3920208617164,4095.482001285416,4095.4820150760606,4219.244034103301,4219.244034103301,4220.734428118033,4220.734428118033,4220.734428118033,4220.734428118033,4098.513977619389,None,1,,,4098.514342590383,,4098.514380113764,4098.514388773005,4098.514940719474,,4222.22481668065,4222.22481668065,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
12,180,180,180,180,270,180,-12,180,180,j,present,resp,freq_bottom,,,,,0,917,917,422,,,,,,,,,,,0.790770808920686,,,,,,,,,,,,,,,,,,,,,,4098.515419864172,4098.516077966528,4098.516087908621,4099.303947395429,4099.3039615067855,4223.065768222252,4223.065768222252,4224.5561510120415,4224.5561510120415,4224.5561510120415,4224.5561510120415,4100.928973052441,j,1,1.5783922221074818,None,4100.929457649254,,4100.929496455484,4100.929505435438,4100.9299521881585,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,12,0,0,0,12,0,270,j,present,resp,freq_bottom,,,,,0,918,918,624,,,,,,,,,,,0.7998316850883097,,,,,,,,,,,,,,,,,,,,,,4100.93043421927,4101.627257496338,4101.627271607695,4102.426586629618,4102.426600099549,4226.188079367401,4226.188079367401,,,,,4103.560171145098,j,1,1.0958986427743866,None,4103.560670173981,,4103.560720846579,4103.5607301472455,4103.5611852384945,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,168,180,0,180,270,0,0,168,f,present,resp,freq_bottom,,,,,0,919,919,600,,,,,,,,,,,0.9038019068987624,,,,,,,,,,,,,,,,,,,,,,4103.561665986756,4104.899607960858,4104.899623034353,4105.806674735797,4105.806688847154,4229.568501976873,4229.568501976873,,,,,4107.140475668173,f,1,1.2836794266989955,None,4107.1409416636525,,4107.140979187032,4107.140987846274,4107.141453200327,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,12,0,180,-168,90,0,180,0,180,None,present,inhibit,freq_bottom,,,,,0,920,920,306,,,,,,,,,,,0.7518369055917233,,,,,,,,,,,,,,,,,,,,,,4107.141923044359,4108.0970624004185,4108.097076511775,4108.854320448382,4108.854334239026,4232.62420334978,4232.62420334978,4234.11459223311,4234.11459223311,4234.11459223311,4234.11459223311,4111.894132754512,None,1,,,4111.8945150439895,,4111.8945522466565,4111.894560905898,4111.895116059493,,4235.588344468477,4235.588344468477,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,0,0,0,0,168,0,168,180,f,abs,resp,freq_bottom,,,,,0,921,921,990,,,,,,,,,,,0.9800697285115867,,,,,,,,,,,,,,,,,,,,,,4111.895603863433,4112.193452266412,4112.193466057056,4113.175309872562,4113.175323342493,4236.93716886419,4236.93716886419,,,,,4114.059075269976,f,1,0.8430831064273434,None,4114.059578468123,,4114.05961695364,4114.059625933594,4114.060174031512,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,168,180,180,0,0,90,0,12,0,None,present,inhibit,freq_bottom,,,,,0,922,922,184,,,,,,,,,,,1.0440810805613419,,,,,,,,,,,,,,,,,,,,,,4114.060673060394,4114.932427769098,4114.932441559741,4115.981531120673,4115.981544590604,4239.751414342783,4239.751414342783,4241.241811885355,4241.241811885355,4241.241811885355,4241.241811885355,4119.021136246431,None,1,,,4119.021525270874,,4119.021563435679,4119.021572415633,4119.719759683598,,4242.715534294445,4242.715534294445,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,-168,180,180,90,180,12,0,180,None,present,inhibit,freq_bottom,,,,,0,923,923,62,,,,,,,,,,,0.9791365426670935,,,,,,,,,,,,,,,,,,,,,,4119.720313554343,4120.652768904728,4120.652783336797,4121.635486662202,4121.635500773559,4245.396567284231,4245.396567284231,4246.8869725239065,4246.8869725239065,4246.8869725239065,4246.8869725239065,4124.666314524178,None,1,,,4124.666693606529,,4124.66673112991,4124.666740109864,4124.6671859004455,,4248.377339598776,4248.377339598776,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,180,0,12,180,270,0,12,180,j,present,resp,freq_bottom,,,,,0,924,924,576,,,,,,,,,,,0.8336571698946557,,,,,,,,,,,,,,,,,,,,,,4124.667699040685,4124.8909451914915,4124.890958661423,4125.731802443574,4125.73181655493,4249.493055288295,4249.493055288295,4250.9834342295335,4250.9834342295335,4250.9834342295335,4250.9834342295335,4127.772687854227,j,1,1.997838826016391,None,4127.773181110282,,4127.773218312949,4127.773227292903,4127.77368943983,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,168,0,0,0,0,0,0,168,f,abs,resp,freq_bottom,,,,,0,925,925,987,,,,,,,,,,,1.083075313962186,,,,,,,,,,,,,,,,,,,,,,4127.774164415264,4128.470938623296,4128.47095241394,4129.552925925641,4129.552940036998,4253.314785558695,4253.314785558695,,,,,4130.536918515896,f,1,0.9443231098142633,None,4130.537390284203,,4130.537427807583,4130.537436466824,4130.53789957589,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,-12,0,0,0,0,270,0,168,None,present,inhibit,freq_bottom,,,,,0,926,926,302,,,,,,,,,,,0.7125620680118359,,,,,,,,,,,,,,,,,,,,,,4130.538364288518,4131.185311617239,4131.185326049308,4131.900909092075,4131.90092288272,4255.662747878807,4255.662747878807,4257.161476253153,4257.161476253153,4257.161476253153,4257.161476253153,4134.932204873806,None,1,,,4134.93257208979,,4134.932609292457,4134.932617951698,4134.933262584123,,4258.635195134405,4258.635195134405,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,168,0,0,0,168,0,0,f,abs,resp,freq_bottom,,,,,0,927,927,955,,,,,,,,,,,0.9055399032963817,,,,,,,,,,,,,,,,,,,,,,4134.933727296751,4134.934540303318,4134.93455024541,4135.839760414823,4135.839774526179,4259.601034426579,4259.601034426579,4261.09142587561,4261.09142587561,4261.09142587561,4261.09142587561,4137.664328992167,j,0,1.7776497081825937,None,4137.664840849555,4261.407820770378,4138.169874755296,4138.169887583803,4138.17066210485,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_bottom,,,,,0,928,928,979,,,,,,,,,,,0.9906957066254682,,,,,,,,,,,,,,,,,,,,,,4138.171219503434,4138.212678669017,4138.212690535385,4139.202862616964,4139.202876407608,4262.973134542805,4262.973134542805,,,,,4140.2951316461285,f,1,1.0457741421245146,None,4140.295647672781,,4140.296378897621,4140.296389160426,4140.296954256114,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,12,0,0,0,90,180,-12,180,j,present,resp,freq_bottom,,,,,0,929,929,647,,,,,,,,,,,0.9438464114258259,,,,,,,,,,,,,,,,,,,,,,4140.297444305042,4141.317824311045,4141.317839063827,4142.267150429627,4142.26716422027,4266.0288397642635,4266.0288397642635,,,,,4143.500308846282,j,1,1.1893331417053332,None,4143.500796650221,,4143.500834173601,4143.500843153555,4143.501307224758,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,90,180,180,180,12,0,0,-168,0,None,present,inhibit,freq_bottom,,,,,0,930,930,9,,,,,,,,,,,0.9448203759532452,,,,,,,,,,,,,,,,,,,,,,4143.501773220238,4144.366161800815,4144.366176232884,4145.3143814607565,4145.314394930688,4269.0845600592165,4269.0845600592165,4270.574946056133,4270.574946056133,4270.574946056133,4270.574946056133,4148.35384803865,None,1,,,4148.354226158864,,4148.354263361531,4148.354272020772,4148.354915370346,,4272.048665899522,4272.048665899522,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,168,180,0,180,270,180,180,168,180,f,present,resp,freq_bottom,,,,,0,931,931,507,,,,,,,,,,,0.7292743018836442,,,,,,,,,,,,,,,,,,,,,,4148.355399646447,4148.653454588372,4148.65347607612,4149.385805450575,4149.38581924122,4273.14772088763,4273.14772088763,4274.638128051582,4274.638128051582,4274.638128051582,4274.638128051582,4151.510601156619,f,1,2.086115944837161,None,4151.511107882604,,4151.511145085271,4151.511153744513,4151.511693824614,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,-12,0,180,12,0,0,90,0,0,j,present,resp,freq_bottom,,,,,0,932,932,570,,,,,,,,,,,1.0694379935831115,,,,,,,,,,,,,,,,,,,,,,4151.512185477105,4152.183991243262,4152.184005996044,4153.2574668318985,4153.25748030183,4277.019397342447,4277.019397342447,,,,,4154.458695417915,j,1,1.1586807095494578,None,4154.45920695459,,4154.4592457608205,4154.459254740775,4154.459935934441,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,-12,0,0,0,270,0,-168,180,None,present,inhibit,freq_bottom,,,,,0,933,933,298,,,,,,,,,,,0.8339698686833338,,,,,,,,,,,,,,,,,,,,,,4154.460420531254,4156.189093781511,4156.18910821358,4157.029286837696,4157.02930062834,4280.79114647075,4280.79114647075,4282.281542409758,4282.281542409758,4282.281542409758,4282.281542409758,4160.060560490255,None,1,,,4160.060949514698,,4160.06098607594,4160.060995055894,4160.061467465626,,4283.771928406674,4283.771928406674,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-12,0,-12,0,0,0,90,0,0,0,j,present,resp,freq_bottom,,,,,0,934,934,694,,,,,,,,,,,1.093998279553999,,,,,,,,,,,,,,,,,,,,,,4160.061973550187,4160.926332304487,4160.926346736556,4162.025279212433,4162.025292682364,4285.786861749757,4285.786861749757,,,,,4163.425007761246,j,1,1.350016913901868,None,4163.425492358059,,4163.425529881439,4163.4255385406805,4163.426016402528,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,180,12,90,0,180,0,-12,j,present,resp,freq_bottom,,,,,0,935,935,569,,,,,,,,,,,0.8724317692661624,,,,,,,,,,,,,,,,,,,,,,4163.426478228743,4164.615439235216,4164.61546264724,4165.489040607353,4165.489054397997,4289.250560605711,4289.250560605711,4290.7409385848105,4290.7409385848105,4290.7409385848105,4290.7409385848105,4168.229089535274,j,1,2.7026318124156887,None,4168.229581187766,,4168.229618711146,4168.229627370388,4168.230206898144,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,12,180,270,180,180,-168,180,None,present,inhibit,freq_bottom,,,,,0,936,936,85,,,,,,,,,,,0.9420411103505824,,,,,,,,,,,,,,,,,,,,,,4168.230694702083,4168.419958461298,4168.41997321408,4169.369280410615,4169.369293880546,4293.130569816579,4293.130569816579,4294.620942022851,4294.620942022851,4294.620942022851,4294.620942022851,4172.400417118872,None,1,,,4172.40078978697,,4172.400846873821,4172.400855853776,4172.401280798036,,4296.111319360525,4296.111319360525,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-168,180,0,12,180,90,180,180,0,180,None,present,inhibit,freq_bottom,,,,,0,937,937,94,,,,,,,,,,,0.9887238706803138,,,,,,,,,,,,,,,,,,,,,,4172.401774374803,4172.958130322227,4172.958145075008,4173.947823259108,4173.94783801189,4297.709960950028,4297.709960950028,4299.200337325565,4299.200337325565,4299.200337325565,4299.200337325565,4176.979651423836,None,1,,,4176.980028902624,,4176.980067067429,4176.980075726671,4176.980758844614,,4300.690721718917,4300.690721718917,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,168,180,180,180,180,180,168,f,abs,resp,freq_bottom,,,,,0,938,938,816,,,,,,,,,,,0.756584758928331,,,,,,,,,,,,,,,,,,,,,,4176.981249534967,4177.445209771729,4177.445226448787,4178.203112131405,4178.203126242762,4301.964630205487,4301.964630205487,4303.463341582063,4303.463341582063,4303.463341582063,4303.463341582063,4179.936379911073,f,1,1.6840538907875953,None,4179.93691582191,,4179.936974191612,4179.936983171566,4179.937551795093,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-12,180,180,-12,0,90,180,0,0,0,j,present,resp,freq_bottom,,,,,0,939,939,707,,,,,,,,,,,0.9918212994971832,,,,,,,,,,,,,,,,,,,,,,4179.938068142458,4179.938830797138,4179.938841059943,4180.942171660804,4180.942186413586,4304.703942777167,4304.703942777167,,,,,4182.259854858284,j,1,1.2799357479447053,None,4182.260368639948,,4182.260419312546,4182.260428613213,4182.260902947221,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-12,180,0,180,-12,0,270,180,180,j,present,resp,freq_bottom,,,,,0,940,940,519,,,,,,,,,,,0.8373495001218605,,,,,,,,,,,,,,,,,,,,,,4182.26141608746,4183.199842786659,4183.199857539442,4184.039693001024,4184.039707433093,4307.8012793869,4307.8012793869,4309.299991725614,4309.299991725614,4309.299991725614,4309.299991725614,4187.070836123534,None,0,,,4187.071206546643,4310.807036499666,4187.569731268457,4187.569741851975,4187.569987517864,4311.306615083245,4310.773759355188,4310.773759355188,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,12,0,0,0,90,0,-168,180,None,present,inhibit,freq_bottom,,,,,0,941,941,220,,,,,,,,,,,1.0392525577835365,,,,,,,,,,,,,,,,,,,,,,4187.570536257206,4188.469693937504,4188.469708369574,4189.509939847136,4189.509953637779,4313.271577867748,4313.271577867748,4314.77030816637,4314.77030816637,4314.77030816637,4314.77030816637,4192.541020751391,None,1,,,4192.541391174501,,4192.542131379296,4192.542152546331,4192.542957214368,,4316.2440241612085,4316.2440241612085,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,0,0,168,180,180,0,168,180,f,abs,resp,freq_bottom,,,,,0,942,942,915,,,,,,,,,,,0.7009918314729564,,,,,,,,,,,,,,,,,,,,,,4192.543452394698,4192.790489971957,4192.790503762601,4193.498298298684,4193.498312089328,4317.25982406987,4317.25982406987,,,,,4194.681185007582,f,1,1.1400806587483885,None,4194.681685319315,,4194.68172348412,4194.681732464074,4194.682281524129,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,168,180,180,180,180,0,0,168,f,abs,resp,freq_bottom,,,,,0,943,943,782,,,,,,,,,,,0.8630534436607569,,,,,,,,,,,,,,,,,,,,,,4194.682760027402,4194.905668467789,4194.90568193772,4195.77130558271,4195.771319373353,4319.541192974084,4319.541192974084,,,,,4197.030162062516,f,1,1.209925459483543,None,4197.030663015674,,4197.030701501192,4197.030710481146,4197.031155309591,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
12,180,180,180,180,0,180,168,180,0,None,abs,inhibit,freq_bottom,,,,,0,944,944,385,,,,,,,,,,,1.0391588568763932,,,,,,,,,,,,,,,,,,,,,,4197.031620984357,4197.928228999094,4197.928243110451,4198.968737251673,4198.968751363029,4322.730122230005,4322.730122230005,4324.220505981933,4324.220505981933,4324.220505981933,4324.220505981933,4201.999792819629,None,1,,,4202.000157790623,,4202.000195314004,4202.000203973245,4202.000662592333,,4325.71088973386,4325.71088973386,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_bottom,,,,,0,945,945,986,,,,,,,,,,,0.9824834840606012,,,,,,,,,,,,,,,,,,,,,,4202.001149434135,4202.549296741303,4202.54932785043,4203.531487247183,4203.531501679252,4327.292872225516,4327.292872225516,,,,,4204.482225142846,f,1,0.9138634259601304,None,4204.482715191773,,4204.482752073728,4204.48276073297,4204.483236349828,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
168,0,180,180,180,0,0,168,0,0,f,abs,resp,freq_bottom,,,,,0,946,946,766,,,,,,,,,,,0.9422238731375194,,,,,,,,,,,,,,,,,,,,,,4204.483705231722,4205.313792953045,4205.313807064402,4206.262136087357,4206.2621495572885,4330.023849475443,4330.023849475443,,,,,4207.27899306491,f,1,0.9673255831497727,None,4207.279479585999,,4207.27951614724,4207.279525127195,4207.279991443386,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,0,180,-168,0,0,270,0,-168,f,present,resp,freq_bottom,,,,,0,947,947,718,,,,,,,,,,,0.8040042210621127,,,,,,,,,,,,,,,,,,,,,,4207.280460004567,4207.969363282764,4207.96937739412,4208.776952370324,4208.77696648168,4332.538365250656,4332.538365250656,4334.028744512607,4334.028744512607,4334.028744512607,4334.028744512607,4210.468458873093,f,1,1.6523543318320435,None,4210.468953091286,,4210.4689918975155,4210.46900087747,4210.46954801325,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,12,0,-12,180,180,0,0,270,j,present,resp,freq_bottom,,,,,0,948,948,741,,,,,,,,,,,1.042123204540664,,,,,,,,,,,,,,,,,,,,,,4210.470029402936,4210.908925946167,4210.908939736811,4211.95727594373,4211.957289734373,4335.718958864113,4335.718958864113,4337.209354803122,4337.209354803122,4337.209354803122,4337.209354803122,4214.988233373615,None,0,,,4214.98860924884,4338.72469801697,4215.487860384804,4215.487870968322,4215.4883125896395,4339.224283335515,4338.69973021652,4338.69973021652,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,180,0,0,0,168,0,-168,180,f,abs,resp,freq_bottom,,,,,0,949,949,960,,,,,,,,,,,1.0090974808794266,,,,,,,,,,,,,,,,,,,,,,4215.488839841235,4215.489665355593,4215.489675618398,4216.50315003964,4216.503163188859,4340.265058741729,4340.265058741729,,,,,4217.586888112337,f,1,1.046318391489308,None,4217.587391631196,,4217.588109065392,4217.588119328197,4217.588681216758,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,-12,0,0,12,270,180,180,180,180,j,present,resp,freq_bottom,,,,,0,950,950,586,,,,,,,,,,,0.80202671548201,,,,,,,,,,,,,,,,,,,,,,4217.589156512904,4218.584999756258,4218.585013867615,4219.3925769774505,4219.3925910888065,4343.162563469034,4343.162563469034,,,,,4220.351190292927,j,1,0.9154868733907051,None,4220.351711771694,,4220.351750898637,4220.351763085718,4220.352250248232,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,12,180,180,180,270,180,168,None,present,inhibit,freq_bottom,,,,,0,951,951,83,,,,,,,,,,,0.9937372710406696,,,,,,,,,,,,,,,,,,,,,,4220.352741900723,4221.149334713681,4221.149365502095,4222.148686232704,4222.148700664773,4345.910205589637,4345.910205589637,4347.400607622186,4347.400607622186,4347.400607622186,4347.400607622186,4225.180231528876,None,1,,,4225.180613497641,,4225.180650058883,4225.180660963113,4225.181185007582,,4348.89097405563,4348.89097405563,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,0,180,-12,0,0,12,180,0,270,j,present,resp,freq_bottom,,,,,0,952,952,708,,,,,,,,,,,0.9430976083252711,,,,,,,,,,,,,,,,,,,,,,4225.181669283682,4225.371751822289,4225.371764650796,4226.319760453308,4226.319774564665,4350.081617520661,4350.081617520661,4351.57200512114,4351.57200512114,4351.57200512114,4351.57200512114,4228.028111425838,j,1,1.6605395600639667,None,4228.028612058282,,4228.02864926095,4228.028657920191,4228.028912566035,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,0,168,180,180,168,0,180,180,180,f,abs,resp,freq_bottom,,,,,0,953,953,781,,,,,,,,,,,0.8826305055431023,,,,,,,,,,,,,,,,,,,,,,4228.029878873247,4228.801105560645,4228.801119672001,4229.6833520629525,4229.683365853596,4353.445398030055,4353.445398030055,,,,,4230.617675885232,f,1,0.8884783783527155,None,4230.618255733701,,4230.618294539931,4230.618303519886,4230.6187727224915,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,180,168,0,0,180,0,168,f,abs,resp,freq_bottom,,,,,0,954,954,901,,,,,,,,,,,1.0831127291333753,,,,,,,,,,,,,,,,,,,,,,4230.619249301488,4231.466087203053,4231.466101635122,4232.54809310673,4232.548106897375,4356.309616312215,4356.309616312215,,,,,4233.265678358567,f,1,0.680498791072182,None,4233.266220362944,,4233.266258848462,4233.266267828416,4233.266942928542,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,168,0,0,0,0,168,0,0,0,f,abs,resp,freq_bottom,,,,,0,955,955,994,,,,,,,,,,,0.7997829150243159,,,,,,,,,,,,,,,,,,,,,,4233.26747883938,4233.955617538621,4233.955631649977,4234.754655144103,4234.7546698968845,4358.516045895263,4358.516045895263,,,,,4235.688755750378,f,1,0.8897432690413325,None,4235.689274342732,,4235.68931282825,4235.689321808204,4235.689777540878,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,0,0,168,180,180,0,-168,180,f,abs,resp,freq_bottom,,,,,0,956,956,920,,,,,,,,,,,1.059574221834589,,,,,,,,,,,,,,,,,,,,,,4235.69076918439,4236.578359080145,4236.578372870789,4237.643832246759,4237.643846037403,4361.4052316571615,4361.4052316571615,,,,,4238.610211939747,f,1,0.9278086533707892,None,4238.610696857273,,4238.610746567733,4238.610755547687,4238.611199413994,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
